text,Predictions
"I'm a regular at Lux. Haven't reviewed it out of sheer laziness. And it's usually laziness that brings me here: when I have a major thingie to get done by Day B but I spent all of Day A at the office surfing the Internet instead of working on it, I pay the price with an all-nighter, which I like to start at Lux. (Damn them for not being open past 10). This is usually the story when anyone spots me here. 

I'll grab a small table for myself, plug in my laptop (free wifi), spread out my papers everywhere, then go up to the counter for a large and extremely delicious Velvet Latte. When it's done right, there's a perfect swirl of white cream that forms the shape of a leaf on the surface of the caramel-colored coffee. Mmm.

Since I am ADD I take frequent breaks of course. Like every 3 minutes. Whenever I hear a strange piece of music I really like that I've never heard before (this happens often), I strain to catch part of the lyrics, stick it into Google, find the name of the band, stick it into iTunes and download it. I'm not making that up. Like half my music collection was created through this method. The last few bands I downloaded tracks from are... let me open up my iTunes... Kasabian, Feist, and the Detroit Cobras. I'm not even remotely hip enough to have heard of those before on my own.",5
"SAKE    *Japanese alcoholic beverage made from fermented rice; usually served hot .

( Full disclosure : I don't like sake)

Parents in Scottsdale for a first look at the new house / neighborhood. We were on the horns of a dilemma : ? Would a mid week , early season dinner at the club be too quiet? Should we  descend south of  the Frank Loyd Wright  into south - north Scottsdale....??

We opted for the safe bet - booked a car and headed south to the Ocean Club.

** A) never drink and drive in Scottsdale ( or anywhere else for that matter)

**B) if you're a foreigner - never- ever drink and drive in Scottsdale

**C) A + B refer to you Nikolai Khabibulin 


(( A nod of support to the YELP community . After perusing the Ocean Club reviews retrospectively I believe the correlation existing between the posted notes and reality to be around 0.90 Well Done!!
( I would go as high as a correlation of 0.95 if high and low marks were thrown out ( similar to olympic skating or gymnastics)))


We arrived at the club---- a good bar crowd ( not quite as Mountain lioness(y) as i had expected (? hoped?) -- ? mid week perhaps...?,
a good blend of hipsters , hobos and Mrs Lovey Howell III's 

( score +1 for the Ocean Club)


We were promptly seated - at a good table - well positioned , near the back and partially curtained - nice.

( score + 1 for the Ocean Club)

The waiter then promptly arrived to take our drink orders:

Now - I don't like Sake ( see note above) - but on occasion - I like to fancy myself as the kind of guy who may indeed like Sake- hence , I order a Grey Goose Sake Martini -

"" I have no Sake"" the waiter announces sadly.
Now - this is tricky - can I in good conscience penalize the establishment for not having a beverage that I really don't like or want in the first place?

Too bad for you Ocean Club 'cause yes I can.

( score -1 for the Ocean Club)

The drinks arrive - I have opted for Grey Goose sans Sake
and yes -sweet Jesus  they are huge ( see prior posts).

( score + 1 for the Ocean Club)

The waiter then arrives to review the menu and describe the specials-
This he does without note , blackboard , evening card or inked cheat note on his wrist-

He recites for what seems to be forever...
It is like a reading from the old testament - but instead of a mere chapter of the book of Leviticus - he recites the entire book....
I am captivated ....( or is it the Grey Goose)

?? does he really know the name of the Italian girl who dug this evenings truffles up in Piedmont...??

?? does he really know the glove size of the Japanese ranch worker who massaged the Wagyu beef and from which prefecture he hailed...??
( if so - why didn't he have him send me some Sake....??)

at any rate - I am entertained

( score + 1 for the Ocean Club)


The food arrives - the portions are huge and the flavors sublime.

( at this point in the evening my memory fades into Grey Goose and Châteauneuf-du-Pape...... is that Joan Rivers - across the bar making eyes at me....?? ) 

( score + 1 for the Ocean Club)

dessert arrives, sated ,  - we cannot really eat any more but I remember thinking that the desserts may be the best I have tried outside Europe-

( score + 1 for the Ocean Club)

                                                    * * * * *

Adding it all up five stars and a promise to find a way to post six stars next time I am there if they find me some gosh darn Sake!!",5
"Found the doctor via his website and called for an appointment. The ladies that answer the phone are sweet so I felt I made a good choice. I was taken into the room and a sweet girl asked me questions and told me the doctor would be right in. He came in quickly and asked if I would mind if someone that was following him would be present. Fine. The other guy walked in along with a lady (medical assistant maybe). No one introduced either of them. Dr. Racette didn't ask me one question and didn't address any of my concerns. He seemed to even brush off the questions I asked or responded with brusqueness. It was very irritating as a patient to be asking questions about serious topics like skin cancer and feel blown off. He prescribed a cream for me and was walking out the door minutes after seeing me and said he would have someone come in with the script. He never talked to me about how the cream works or what it does. Awful awful. Too top it off, they were supposed to call me with test results. I had to call them and the gal that answered said, ""no one called you with the results yet?: NO!! Will not see this doctor again. Sorry but I actually prefer doctors that care to take the time and actually address my questions and make me feel comfortable, not take 5 minutes to rush me through an appointment.",5
"I almost don't even want to write a review for this place. It's so near and dear to my heart and I basically live here that I just don't know how to NOT write a novel of a review for this place. So I'll attempt to bullet point my feelings on the joint:

A. Friday Happy Hour - need I say more? Pretty sure all the homies would agree that we've spent thousands of dollars here over the years. You're welcome Lodge. 
B. Cheese Curds - FRIED cheese balls and ranch. nuff said. 
C. Best server ever, my homeboy Michael (you guys need to give him a raise. I haven't seen him around much lately and I'm pretty sure that's why I've been at Kelly's more recently)
D. Black-outs
D+. I have a scar on my left knee where I ate shit playing cornhole. How do you eat shit playing cornhole? No clue. Probably because of the above point listed above. 
E. Lodge stimulus package - $6 for a can of PBR, a shot of nasty ass whisky, and a cigarette. BEST DEAL IN TOWN. Pretty sure the ex got nice and hammered a few times off this lil package - great deal ladies. Get your man sloshed and then take advantage of him. Always a good idea. 

The only reason why there's not 5 stars is sometimes when you sit on the patio, it takes about a year for a server to come around. Best bet it to hunt one of them down and start a tab that way. 

Oh The Lodge. Such great memories here...and most of them are just hazy bits and pieces.",4
"""Meh. I've experienced better"" pretty much sums up my experience here tonight.
 
I have a sneaking suspicion that this is the go-to sushi place for people who either
 A) don't know anything about good sushi or
 B) have no taste buds and money burning a hole in their pocket

I didn't really know what to expect from this place before we arrived. I'd never heard of it before and the only reason we agreed to go was because it was close to my boyfriends house and our friend said it was pretty reasonable in price and quality of food.
My boyfriend and I arrived before our friends and we walked to in an almost completely deserted restaurant. There was some really bad techno remixes of popular songs playing in the background and an episode of Dr. Phil on the television. I sat down in one of their ridiculously tall bar chairs while my boyfriend went to grab us a menu we could look over while waiting for our friends to arrive. 
Most. Uncomfortable. Chairs. Ever! 
I couldn't have been sitting in it longer than a couple of mins before I had to get up out of it. The seat had an aluminum bar or something all the way around it that dug into my leg after sitting down. It's hard to describe how or why they were so uncomfortable, but if you've been here before you know what I mean. They clearly chose these chairs based on aesthetics alone. 
Anyway, our friends arrived and we all ordered our food. I decided on getting the ultimate salmon roll and I believe it was called the sun roll. I could be wrong on the name of that second one but it was something close to that. My boyfriend got a couple rolls and we decided to share a plate of tuna sashimi. For the 2 rolls I ordered and the plate of sashimi it was almost $40. My boyfriend got the sunshine roll and a las vegas roll. Those two rolls plus a drink was more than $20. So all together we spent more than $60. I love sushi. I would be more than happy to pay those prices for a plate of delicious fish. But what came out was not what I was expecting for the price we paid. 
My rolls were pretty, but they were almost inedible. I pretty much choked down the ultimate sushi roll. 2 or 3 pieces into eating it I debated wether or not it was worth finishing. The little tiny bit of smoked salmon that was inside was dry and I could barely taste the fresh salmon that was conservatively layered on top. I moved onto the whatever-sun roll and that was a little bit better but it was still lacking in flavor and texture. The sashimi was just awful. It didn't taste like fish, it almost didn't taste like anything, and the texture of it was really weird. It was almost chewy. My boyfriend and I have been known to just down entire plates of sashimi in less than a min or two, but after one piece he called it quits and it took me the entire rest of our time in the restaurant to finish the plate.
The staff was pretty nice, I mean they weren't going out of their way to be pleasant with us but they weren't rude either. 
All together I'd say this visit and the food was a total failure. I feel like this place's only saving grace is that it's clean and it's in a pretty convenient location. I would have liked to give this place another shot and try another couple of rolls before writing my review, but I was REALLY disappointed with the ""food"" (I am having a hard time even using that word because it was barely edible) I ordered. It wasn't the worst sushi in the world, but it wasn't anywhere near the best. And with the prices they're charging for these lack-luster rolls, I really don't see myself ever coming back here again.",4
"I parked in the Parking Garage, got my parking ticket validated, and still owed money for parking.  The parking validation was worth $3.00.  The charge for parking was $5.00 with $2.00 credit for the validation (not the $3.00 I was promised).  I paid the remaining $3.00 charge, but then, the machine wouldn't give me a receipt.

I am never going back to this location.  It is off my radar from now on.",1
"Yummy, fast, fairly priced, and great service! I'll be back!!",4
Ok.  Not great for what is supposedly a good steak joint.  Not much ambiance and food was good not great.,4
"Clean, fast, fairly cheap.  I had the Orange chicken and it was good. Liked the brown rice option.   I enjoyed this $6.19 meal much more than the lame sandwich/soup I had at Great Grains yesterday and that cost me $12.25,  I'll be back to Tott's.",4
"We were exceptionally sun deprived by the time March came around, so that may have swayed my review to be exceptionally sunny.  I was pleasantly surprised by the FLW inspired architecture (I didn't do any research on the hotel-my husband picked it) and by the beautiful grounds. Our room was very comfortable but we spent the majority of our time at the pool or on the  patio relaxing.  It is definitely not 5 star service across the board, but no one was rude. Our room wasn't cleaned the entire 3 days we were there, even after we asked the front desk to send housekeeping. That didn't get us down--after all, we didn't come there to hang out in our room. At Frank and Alberts, the staff gladly switched the TV to the game we wanted to watch and the food was great.",4
"My best friend and I found this place via yelp after a horrendous experience at Mimi's Cafe... so happy we did! Food is great and everyone is so friendly. You can eat out on the patio with shaded tables, or you can eat inside while they play great music (we were dancing to James Brown while ordering our food). It'll be our new breakfast spot from now on!",5
"I cannot believe all these negative reviews. 

First I'd like to start with the prices. Don't get me wrong, I love a good deal, BUT, if you are going to complain about how jobs in America are moving to China and India and not shop at AA because of their prices, then you are a hypocrite. AA supports US jobs and their factory is here in the states where they actually care about ethics and their employees. And, they have sales too, I have been in this store more than a few times and seen 30% - 50% off sale signs. And, on their website you can shop the sale section and save up to 75% if not more.

To the clothes - I understand some people may be weirded out and flash back into the 80's when they see the clothes here, as I have read from the reviews on here, BUT, these clothes are actually very stylish and a simple top with a simple pencil skirt  from AA and with some accessories you have a fab outfit. If you are looking for something not so simple try a white strapless romper with their petticoat skirt, add some accessories, and your done. 

The sizes - I am size 4-6 with curves, and the clothes from here fit me fine. I can understand the frustration if you are a little bigger and have had a hard time fitting into the clothes from AA. But, the good thing is that AA is now coming with XL sizes in some of their clothing. 

The models - I love the fact that the models are real and barefaced. As someone who has struggled with a skin condition, I always hate walking around the mall only to see photoshopped perfect faces surrounding me. I always feel comfortable when I walk into AA.

This store - I have never had a bad experience. Always a good one. i like the store, the employees have always been nice to me, I have no complains.",4
"Considering how douche-y it could be, it's really not that douche-y.

Drinks are expensive but prepared right. Service is good. The seating is comfortable and the atmosphere relaxing. 

Note to the single guys wearing chin-strap beards and Affliction t-shirts while looking nervous and sitting at tables alone and not approaching women: Try ""Hello"" or ""Nice outfit"" or ""Those martinis are great, aren't they?"" or something. I'm old and fat and dress like I'm teaching a fishing class, but I'm not afraid of girls. Just talk to them like they are people.",4
"I never knew green chilies were more valuable than gold. We ordered a dozen red tamales and a dozen green chilies. The person taking our order was not happy that we did not give them a 24 hour notice that their ""gourmet tamales"" require for such a large order. The red tamales were as dry as sawdust and the green chilies came with one small sliver of chili. The ""hot Sauce"" they have is nothing more than enchilada sauce with red chili flake added. Next time I'll just go to Del Taco where two dozen .40 cent tacos do not require a 24 hr notice from a family of 6.",5
"I love this place.  I especially love it on Tuesdays when it's free. 

I have been to many lectures, openings and films at the Museum and am always fascinated.  

The changing photography exhibit is always fantastic.  The fashion room is one of my favorite features.  BUT my favorite piece is the firefly installation.  I could seriously live in that room. I take everyone I know and everyone is always as mesmerized as I am, and I have seen it many times.

I love the new contemporary wing of the museum.  I also love the glass boxes on the sides of the building.  One time we were there during a thunderstorm and sat in the glass box and watched the lightening.  It was perfect!  

The museum always makes me happy.",5
"So much food to choose from on the menu! They have so many options (healthy eater,unhealthy eater,  vegetarian, breakfast, lunch, etc)  for every kind of diner. I tried an omlet with turkey and brie and I enjoyed it very much. The orange juice was fresh. I was expecting very large portions but they are more than perfect for a super hungry appetite. Service was very good.",4
"They must have had a slammed lunch as I came in around 1:30 ( by the time I found my way back from the old station) and for a new place the counters were dirty.  
I hate when the counter help is eating in the dining room, I feel like I am inconveniencing them.  The vegetarian choices are limited and the Pho was good for 8 bucks.  I have eaten Pho at another place in Mesa and enjoyed it more. 
I won't run back to this one but if someone else was paying and wouldn't cave to other suggestions I would not die of it either.",4
Where else can you get a Chile Relleno wrapped in a tortilla to make a burrito? Super crunchy friend goodness with oozy melty cheese in every bite.. Oh the overkill and love every second of it!! Jen Red Pork in a quesadilla with a side of black beans and jerk fried rice.. this is some serious hybrid comfort food.. may sound strange but works very well! You'll leave super stuffed and change in your wallet from a $10!,4
"Decor  functional 
Staff friendly and are really kind to our toddler
food rocks  within my  limited range of  red and yellow curries ( so much so they suggested I try something else, hey it's not my fault these are so good that I didn't want to risk anything lesser. 

Prices are a bargain for entrees,  spice is there, they really get the request to make it very very hot.   This is probably the best bargain  in North Phoenix for  spice hounds",4
Refused to call me a cab because I had a phone.,1
Papago has a great beer selection & awesome food. Try the Orange Blossom!!,4
"5 BIG STARS

For service and quality of meal, restaurants really don't get any better than this. Multiple servers, dressed in NY black are constantly there for you.

This restaurant prides itself in using local products & blending them into traditional meals, ala Alice Waters, and they do an excellent job.

For starters, we had (are you ready?):
-""Macerated Local Vine Ripened Heirloom Tomatoes, Fossil Creek Goat Cheese & Mascarpone Tart,"" including Buckwheat & Saguaro Seed Tart, Basil foamed from the garden, Black Ice, and Gila River Olive Oil; and
-""Pan Flashed White & Green Asparagus with Chanterelles & Cholla Buds,"" including Chanterelle Mushroom Fondue, Desert Quail Egg (sunny side up), Red Currents and Aged Sherry.

And that was just the beginning! For dinner we had:
-""Veal Ribeye Rubbed with Sandalwood, Dry Mole & Green Chile Sand,"" including Mesquite Cooked Desert Fruit Chutney, Truffle Frites, and Rutabaga Cobbler; and
-""Local Pecan Crusted Colorado Lamb with Native Seeds SEARCH Mole,"" including Pastry Tapenade of Fennel, QC Olives, Eggplant, Wild Mushrooms, Heirloom Tomatoes & Iitoi Onions.

Everything was exquisite!

This meal was to die for!

Any complaints at all? Well, yes, but very minor. This place is actually in a Sheraton, but I guess that insures a good stream of patrons that can afford such meals.

And the decor? Not very good. It needs a serious MAKEOVER.  Wall-hangings, window treatments & carpeting aren't much.

So there you are...",5
"Ok so the look of the portions in the pictures are very deceptive.  The waffle and pancakes arent big as they look, however I am stuffed so I guess the waffle was big enough.  the food was very good, I thought it would be better, but I am not disappointed.  I would come back here :) the waffle was not as good as the farm and the pancakes were not as good as first watch. but thats just my opinion.  Next time I want to try some of their scrambles.",4
"NOTE:  I only had take-out, and it was brought to me by my boss.  She rules!
She got me a hummus/grilled/marinated chicken combo.  It has 3 different hummus...es...es (HA!): roasted red pepper, jalapeno and plain ole' hummus.  They are sectioned off in the big plastic container, which rules for my OCD, as I don't like my food touching.  In the center is a PILE (a total monton!) of grilled chicken.  It's got some sort or spicy rub on it, but not too much kick.  It had been marinated, too.  And tender....I think this is the most tender chicken I have ever had.  It made my own tender spots as juicy as the chicken was!
I'm not big on pita, so instead she got me a side of cukes.  
This thing weighs a ton and I've been eating it for 2 hours.  I have made a mess in my ""Make me Yelp"" boyshorts.",4
"I'm never shopping here, I don't wanna shop somewhere where associates think if u can afford it in just goona purchase the bag online then looked at if I could afford it",1
"I'm very new to PHX. I ended up talking to a cop at the airport who told me about Thursday Rockabilly nights at the Blooze. I had to check it out. My friend and I walked in and were instantly comfortable, excited, and impressed. The AC was pumping, beer was cold, the music; rockin, and the crowd; refreshing. The bathroom was great! 
They don't have food there but they will let you bring in whatever you want. We went there pretty early, around 7:30ish. Unfortunately, because of ridiculously early work on Fri AM, I had to leave once it was starting to get really packed and lively around 10:30/11. I am so glad that I finally checked the place out though. I will definitely frequent The Blooze as often as I can.",4
Two stars because there isnt a drive thru.. and Im a lazy American who forgot that when you live abroad you walk for coffee and your needs.. Three stars because the peeps working are as friendly as it gets.. but the sugar/condiment bar is dirty.. clean it up Starbucks!,4
"Indian food is often minimized by attempts to make it less exact and somehow more palatable by other cultures.  This is at the cost often of not allowing the original beauty of the cuisine to be savoured by all. In fact, my visit to the Indian Paradise was not without some sarcasm and pessimism on my part given that so many places in the area get it wrong when it comes to this genre.  
Boy, was I wrong!  Don't let the fascade of the place fool you.  When you enter, it takes a few seconds to smell the fact that you are going to have the genuine article here.  If you go at lunch time, you can experience the buffet.  I went on a Sunday afternoon and the place was perfectly poised for a sunset dining experience.
ALL the food...from the nan to the lamb curry, to the tea, to the samosas to the califlower....EVERYTHING was really good.  But I have to also add that there was a certain family-like atmosphere created by the staff and the service was unassuming yet intuitive.  I found that I did not want to leave.  I just wanted to stay here and talk and snack a little.  That's kind of hard to achieve in a strip mall restaurant yet, this did not feel like that.
You should go for yourself and see if I was just way too nostalgic for good Indian or whether its really worth 4 stars.",4
"Burritooooooo lunch special!!!!! awesome, tons of chips and salsa",4
"Ben & Jerry's is still the best chain ice cream shop! The employees are always helpful and polite, and their flavors are just outrageous! The smell of the waffle cones and waffle bowls wafts out the doors as you walk by, and you can't resist. Whether you go for new flavors or classics like Cherry Garcia and Phish Food, you can expect the most flavorful ice cream with the perfect consistency.",5
"Best Thai food for your dollar in the entire valley. I'm no Thai expert, but I have been to at least a dozen here in the valley. Keep in mind - this is NOT a fancy place - just a simple, inexpensive, casual dining experience. WOW!",5
"First timers to this park on an early Sunday morning. Me, my bf, and our 2 old English bulldogs had a great experience. 

You can choose between the active or passive dog park. We choose active but also decided to keep our dogs on leash being our first time and all. 

We were immediately greeted by a woman and her 2 boxers, very friendly. We walked the perimeter of the park to get our dogs use to being around other dogs and talked to several people along the way. 

We did have a small incident when a dog snapped at our dog but no harm, no foul. 

Looking forward to bringing the dogs here again!",4
Great atmosphere! Awesome drink specials :),4
"I was there just last night, and today received a ROTD for my original review. Too weird.

Updates - They mix a great margarita! No fluorescent green pre mixed Margarita mix - they make it themselves with fresh lime juice. Yum.

The wine list is small but good. My current fave is the Argentinian Malbec.  It's only $6 a glass, and they pour generously. Very tasty wine.

The seating is not comfy if you like to slouch. If you sit up straight, it's fine. But seriously.... good posture is over rated.

It gets a little cold in there once in a while during the winter. Wear long sleeves. :) After 3 glasses of the Malbec last night, I didn't care.

This place has really been growing on me... nice to have such a great neighborhood watering hole!",4
"Walked in during late lunch hour. Did not get acknowledged for about 5 mins. When I finally got sat down, and served my salad, I found a hair in it. Got no apology. Just a sigh firm the waitress when she took it away. You can't pay me to go back here. The waiters are rude.",1
We ordered seabass and ribs. Both excellent choices. Service very good. Ambiance was unexpected. Felt like we were in hawaii with an open feel with palm trees. Used restaurant.com coupon. Great deal.,4
"Whatza Culvers?  
I drove by this place as it was being built; didn't know what it was, but ""butterburger"" and ""frozen yogurt"" caught my eye..... so I decided to visit it on 2011-05-30 (dine-in).  Looks like it just opened, and it was busy.
Turns out this place is a fast-food chain based out of Wisconsin that I had never heard of before... kind of like a cross between an In-and-Out and a Dairy Queen.  Menu is a bit daunting the first time - a burger or a sandwich?  what side?  smoothies, or regular drinks?  You walk up to the counter, place your order, take your number to your table, and they deliver your order to your table when it's ready.
The burger patties are different... they're about 1/8"" thick and seem pressed/fried.  The buns are nice and soft... ingredients are fresh or properly cooked.  Flavors are there... but it is a different style burger than what we're used to seeing.  I tried the cheese curds; just wish they hadn't breaded/deep-fried them.  I like my curds natural.  A fountain drink completes the ""value basket"" deal.
Their frozen yogurt or ""concrete mix"" sealed the deal.... we tried the banana split (nice) and their ""brownie cookie dough"".  Kinda hard to screw up frozen yogurt!  yum! 
Okay, so I now know what a Culvers is.  It's a good change-of-pace from the other fast food chains.  Not sure I'd go out of my way just to come here (unless I'm really in the mood for it).   I'll have to try other items, but for now, its a 3 star rating.",4
"This is my first time using Groupon. It's one way to enjoy various cultural experiences without investing too much money just in case. Obviously the restaurant can well benefit from the exposure without costing them too much. It's $20 voucher that I've paid $10 ahead. The restaurant only got $5 I believe. And I did Yelp! extensively before hitting the BUY button.

I understand that it's hard to find authentic foods in USA. Everything is Americanized for one reason or the other. Most Americans I know (not those that I don't know) can't handle strange taste, texture, weirdness, repulsion, and various dislikes. And I know that it's hard to get the same fresh or processed ingredients and spices from home countries.

Those are my pet peeves alright. And there is one more before I get onto the review. Comparison can be deadly.

I have tried Latin American foods (including Yucatan, Oaxaca, Belizean). So my knowledge is nil on Venezuelan foods. But I do have taste buds and experiences from various food cultures.

Overall. It sucked. I was referring to the taste, variety, and uniqueness. It didn't worth my dime. My friend and I had the Media Bandeja (1/2 the regular portion) for $25. The big plates came with 2 big serving of steamed white rice, 2 small cups of black beans sprinkled with cheese, half an ordinary avacado, 2 fried eggs (Chinese style, I cooked that all the time), 2 plain arepas (round flat breads), one chorizo sausage, one blood sausage, 2 scopes of shredded beef, one small steak, few green plantains, and few sweet plantains.

The blood sausage tasted like burned tired. I had blood pudding much tastier and smoother and more colorful that that. I grew up with blood pudding. Yummy!!! That maybe the reason that I'm vicious now. Heed my warning, it's not good for cholesterol.

The steak had tasty flavor; it's ordinary though. I believe it's 5 oz shrunk to 3 oz. The shredded beef reminds me of sloppy Joe. It's OK for the taste. The sweet plantains are regular fried plantains as found in some Chinese buffets or regular dessert menu. It's good for the sweetness but nothing more than that in this restaurant.

If you give me a steam bun or silver thread roll (both are steamed rice dough), I can tell how much salt it contains, the chewing satisfaction, the freshness, and the steamed distinct aroma. And I can eat it plain. Arepas? What's that? It's an tasteless, odorless, chewy carb that didn't excite my taste buds a bit. Boring!!! Honestly, I had no clue how special it was supposed to be. It tasted better after I stuffed avocado and shredded beef inside.

The green plantains were like hard cardboard. Fried carb without taste, but it has a green tinted color.

My friend also ordered Tequenos (fried breaded cheese sticks)... really tiny for $1 each. Chinese egg rolls ($1 each) are twice as big and they are greaser and tastier. (I ain't a size queen).

The Empanada Ham Queso was so tiny with 2-bite size for $4. Come on... are you kidding me!!! Calzones are more complicated and much bigger with ham and cheese and more ingredients, for similar price. (Again, I ain't a size queen).

My point is that it's so ordinary that I couldn't see the cost value especially for Bandeja. I can serve up the same plates at home with minimal cost. I know the restaurant needs to earn money for cooking, serving, paying wages, and renting the space.

We were the only table that night. The wait service was ordinary... between a bus boy and minimalist. The ambient was plain... and not a place you expect to pay $40 for two (before Groupon).

So diners, I enjoy a chance to have a different cultural experience. You should give it a try. Due to a lack of familiarity, the foods tasted bland and boring. I don't feel like gaining any new knowledge except a few words on the foods. I feel like they were serving home cooked meals or peasant foods as ambrosia and they charged accordingly. That's my problem with this restaurant. And I have a totally different experience than the Yelpers here.",4
"Hole-in-the-Rock is a cave-like natural rock formation sculpted into the top of a sandstone butte in Phoenix's beautiful Papago Park. It's one of the most powerful scenic views in our city, and is the perfect place to showcase its exquisite landscape. Just a short hike up the butte and you'll find yourself in the amazing chamber sculpted over millions of years of wind and water erosion. 

At sunset there are few locations that can rival its awesomeness. The hole faces south, giving a wonderful view over south Phoenix all the way to South Mountain.  

Hole-in-the-Rock is truly one of the greatest attractions in our city and everyone would be blessed to experience it at least once. 

No fee to enter. Bring a camera!",5
"Food was tolerable, and tasteless.  The chips were actually tostadas that were extremely hard (almost stale) when eating. The entrees we ordered were bland.  The rice and beans had no flavor at all.  Maybe that is Baja style of food, but couldn't find the flavor anywhere.
The service was great and the ambiance was wonderful, but I don't think we'll be going to this place again.",4
"3 kids and myself.. 14 bucks.. gotta love a Tuesday kids eat free. While I still had to buy two adults to get two kids free... totally worth it. 

The place was clean, service excellent. 

The pizza was looking pretty bad when we goth there but after eating some ok salad, the fresh ones rolled out and were great. 

Garlic cheese bread type
Pep, ham and jalapeno
Chicken wing

They were all great. 

Cinnamon Roll for dessert...yummy!

Really if you have not been here for a few years come back with an open attitude and a hunger to pack in some pizza, chicken, mashed taters, spaghetti, salad, dessert and of course pizza...any kind you want, they will try to make it.",4
"Enjoyed dinner on the patio - I had the Pad Cha Seafood dish rated ""Thai hot"" - the so-called hottest dish on the menu.  The person I was with ordered the ginger fish - mediocre at best, although it looked great with a variety of vegetables and pineapple.  I felt the dishes looked better than they actually tasted.  The seafood (mussels, calamari, salmon, shrimp) in my dish was very fresh but it wasn't Thai hot at all.  The ambiance of their patio was enjoyable and the Thai iced tea was very tasty although a little too sweet towards the end.  Overall, I will probably give this restaurant another try in the future but I wasn't very impressed with the taste of the food.",4
Very delicious and friendly! They do happy hour every day which is so great! The sushi is always very delicious and the same with their entrees. I love how close this is to my house. We visit this place quite frequently!,5
"3.5 stars

Came here for HH on a Tuesday. Loved the ambience, sort of a beachy type feel. We ordered all the appetizers listed for HH, including the sliders, grilled cheese sandwich, wings (buffalo), and bruschetta. Food was decent, my favorite being the grilled cheese sandwich. A nice place to wind down with good company.",4
"This is the place for a fabulos breakfast!! I have friends who visit from Texas and they wait all year to eat the Eggs Benedict here. They are the best. I  personally love the pancakes smothered in bannanas, pecans and hot syrup...yummmmy. They also serve some very healthy and delicious salds for lunch like the strawberry spinach salad and the sandwhiches ar e very good, Their is often a wait for breakfast but it moves fast and their is a community table which sometimes shortens the wait.",4
"Good God, where has this been hiding? My bf and I just made our periodic trip to Phoenix and discovered this little gem. From his kids, no less. 

We went during the 8pm-10pm Happy Hour...on a Friday night. We got a table in about 20 minutes for 6 of us. Our server was super friendly and took our drink order right away. The cosmos and appletinis were $4 and the sake bombs (with Kirin or Sapporo) were $5 and numerous rolls were $5 each; how do you beat that? 

The food was spectacular. We ordered off of the regular menu (2 orders or tuna tataki, 2 orders of heart attacks, and a dragon roll) and the happy hour menu (crispy spicy tuna, philadelphia roll, calamari roll, shrimp tempura roll and a couple of others that I can't seem to remember). OMG, one slice of that tuna tataki and I was SOLD. This was some seriously great sushi...Bravo Yen Sushi! 

Our bill for 6 peeps was $96, that's with the tip included, no less...YAY! I will definitely be back.",4
"Ladies in the flooring section are very knowledgeable and helpful.  Though I do think they are a bit understaffed, they were gracious and friendly.  Fairly large in stock flooring section compared to other stores.",4
"This is our new post-hockey game hangout.  It helps that it is in the rink and that our usual server Rachel is prompt.  It helps that she is cute also.  We came the first time on one of it's first nights and it wasn't very busy.  The manager let us play the virtual sports game.  It has hockey, football, soccer, baseball, and golf.  We played for free, but it is rather pricey to use.  It was fun, but I don't think it would be worth using your dollars on.  The bar is owned by the same people who own Overeasy in Phoenix.

I have only had the Black Bean Burger so far, but I tell you what.  It is f-ing good!  It has tomato, lettuce, red onion, and avocado.  I don't normally like avocado, but it's creaminess adds to it.  It has just a little bit of spice too. It comes with fries that are good enough.

The bar itself has cool interior and has lots of TVs around the place.  The booths even have their own televisions.  There is a large monitor at the front with a Wii hooked up.  I strained my shoulder after last weeks game bowling and playing ping pong.   

So if you find yourself cheering on the Rubber Mallets, enjoying an ice skating session, or watching someone at a figure skating competition at the Alltel Ice Den, be sure to stop into 18 Degrees for a brew and a bite.",4
"This might be a good way to kill time if you're near the airport, the food really wasn't that great. It tasted cheap and like it had been sitting there for a very long time. I had the caldo 7 mares and it was lukewarm, wayyy too salty, and the shrimp were mushy. It was pretty gross. The carne asada tacos were mostly gristle, and I couldn't really taste my enchilidas with the thick blanket of sour cream over them. For $20, I could've gotten much better Mexican food somewhere else.",3
"My mom had purchased a Groupon for this place back in March and yesterday we were all deciding what sounded good for lunch. I suggested Mexican so then we were thinking which Mexican restaurant sounded good. (Living in AZ, you know there's MANY to choose from) So my mom suggested going to Blue Adobe so all of us headed there. 

My mom, my dad, my sister, my nephew, and I all thoroughly enjoyed our meals. I had the Triple Stack of New Mexican style Enchiladas. One shredded beef and two Carne Adovada. It was SO delicious! The red sauce at Blue Adobe is unparalleled and unlike any other. My dad had the Chorizo stuffed Chicken Breast and loved it. My mom had the seafood enchiladas with halibut salmon and shrimp and she inhaled those. And my sister had the Chile Rellenos and couldn't stop saying how tasty they were. And my 5 year old nephew loved his kids cheese enchilada. Our server was named Travis and he was great as well. Phenomenal service. Even if Travis had been sub-par, I would still give this place 5 Stars because that's just how good the food is.",4
